 NAME;formula;ALTERNATIVE_NAME;ANOTHER_NAME;"OSTATOK
";"KOMNATA
";SHKAFF;POLKA;KOMENT;CAS;Smiles
Ethyl oxoacetate solution 50% toluene;;;Ethyl glyoxalate solution 50% toluene;2 x 250 ml;34.427;06.ÿםג;3;;;CCOC(=O)C=O
Nitromethane;CH3NO2;;;;34.427;06.ÿםג;3;;;C[N+]([O-])=O
4-chloro-3-nitropyridine;;;;;34.427;06.ÿםג;3;;;[O-][N+](=O)C1=C(Cl)C=CN=C1
2,2-Dimethoxypropane;;Acetone dimethyl acetal;;;34.427;06.ÿםג;3;;;COC(C)(C)OC
diisopropyl malonate;;;;;34.427;06.ÿםג;3;;;CC(C)OC(=O)CC(=O)OC(C)C
4-Aminophenol;;4-Hydroxyaniline;p-aminophenol;1 kg;34.427;06.ÿםג;3;;;NC1=CC=C(O)C=C1
N,N-Dimethylglycine hydrochloride;;N,N-Dimethylaminoacetic acid hydrochloride;N,N-Dimethylglycine hydrochloride;500 g;34.427;06.ÿםג;3;;;Cl.CN(C)CC(O)=O
N-(tert-Butoxycarbonyl)-L-proline;Boc-Pro-OH;Boc-L-proline;Boc-Pro-OH;500 g;34.427;06.ÿםג;3;;;CC(C)(C)OC(=O)N1CCC[C@H]1C(O)=O
Pyrogallol;;benzene-1,2,3-triol;1,2,3-Trihydroxybenzene;? g + 500 g;34.427;06.ÿםג;3;;;OC1=CC=CC(O)=C1O
Quinacrine dihydrochloride;; 6-Chloro-9-(4-diethylamino-1-methylbutylamino)-2-methoxyacridine dihydrochloride;;;34.427;06.ÿםג;3;;;CCN(CC)CCC[C@H](C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12
pyrrolidine-3,4-diol;;;;;34.427;06.ÿםג;3;;;OC1CNCC1O
2-amino-2-(hydroxymethyl)propane-1,3-diol;;Tris;Tris base;;34.427;06.ÿםג;3;For buffers;;NC(CO)(CO)CO
ethyl 2-(diethoxyphosphoryl)acetate;;Triethyl phosphonoacetate;;300 ml;34.427;06.ÿםג;3;;;CCOC(=O)CP(=O)(OCC)OCC
trimethylsilyl N-(trimethylsilyl)acetimidate;;Bis(trimethylsilyl)acetamide;BSA;;34.427;06.ÿםג;3;;;C/C(O[Si](C)(C)C)=N\[Si](C)(C)C
Hexamethyldisiloxane;TMS2O;Bis(trimethylsilyl) oxide;;? + 2 x 500 g;34.427;06.ÿםג;3;;;C[Si](C)(C)O[Si](C)(C)C
2-methoxyphenol;;Guaiacol;;;34.427;06.ÿםג;3;;;COC1=C(O)C=CC=C1
Bis(trimethylsilyl)amine;;hexamethyldisilazane;1,1,1,3,3,3-Hexamethyldisilazane;3 x 500 ml;34.427;06.ÿםג;3;;;C[Si](C)(C)N[Si](C)(C)C
Methylurea;;;;200 g;34.427;06.ÿםג;3;;;CNC(N)=O
N,N-dimethylurea;;;;200 g;34.427;06.ÿםג;3;;;CN(C)C(N)=O
Ethylurea;;;;200 g;34.427;06.ÿםג;3;;;CCNC(N)=O
Butylurea;;;;200 g;34.427;06.ÿםג;3;;;CCCCNC(N)=O
Phenylurea;;;;200 g;34.427;06.ÿםג;3;;;NC(=O)NC1=CC=CC=C1
Benzylurea;;;;200 g;34.427;06.ÿםג;3;;;NC(=O)NCC1=CC=CC=C1
methyl 4-hydroxybenzoate;;Methyl paraben;p-Hydroxybenzoic acid methyl ester;2 x;34.427;06.ÿםג;3;;;COC(=O)C1=CC=C(O)C=C1
methyl 4-((triisopropylsilyl)oxy)benzoate;;;;;34.427;06.ÿםג;3;;;COC(=O)C1=CC=C(O[Si](C(C)C)(C(C)C)C(C)C)C=C1
1-(4-((tert-butyldiphenylsilyl)oxy)phenyl)ethanone;;;am222;;34.427;06.ÿםג;3;;;CC(=O)C1=CC=C(O[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)C=C1
(4-bromophenyl)urea;;;;100 g;34.427;06.ÿםג;3;hand made;;NC(=O)NC1=CC=C(Br)C=C1
3,6-dibromo-9H-carbazole;;SAI571;3,6-Dibromocarbazole;;34.427;06.ÿםג;3;;;BrC1=CC=C2NC3=C(C=C(Br)C=C3)C2=C1
1-(4-methoxyphenyl)ethanone;;4'-Methoxyacetophenone;;;34.427;06.ÿםג;3;;;COC1=CC=C(C=C1)C(C)=O
2-benzamidoacetic acid;;;;;34.427;06.ÿםג;3;;;OC(=O)CNC(=O)C1=CC=CC=C1
isothiocyanatobenzene;;Phenyl isothiocyanate;PITC;;34.427;06.ÿםג;3;Soviet;;S=C=NC1=CC=CC=C1
1-Hexan-1-ol;;1-Hexanol;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCO
Pentan-1-ol;;1-pentanol;Amyl alcohol;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCO
Cyclohexanone;;;;;34.427;05.ÿםג;2;For spectroscopy;;O=C1CCCCC1
Cyclohexanol;;Cyclohexyl Alcohol;;;34.427;05.ÿםג;2;For spectroscopy;;OC1CCCCC1
3-Methylbutan-1-ol;;isoamyl alcohol;3-methyl-1-butanol;;34.427;05.ÿםג;2;For spectroscopy;;CC(C)CCO
2-Methylpropan-2-ol;;tert-Butyl alcohol;t-BuOH;;34.427;05.ÿםג;2;For spectroscopy;;CC(C)(C)O
2-methylbutan-2-ol;;tert-Pentyl alcohol;;;34.427;05.ÿםג;2;For spectroscopy;;CCC(C)(C)O
Butan-1-ol;;n-Butanol;n-Butyl alcohol;;34.427;05.ÿםג;2;For spectroscopy;;CCCCO
Butan-2-ol;;2-Butanol;sec-butanol;;34.427;05.ÿםג;2;For spectroscopy;;CCC(C)O
2-Methylpropan-1-ol;;Isobutyl alcohol;Isobutanol;;34.427;05.ÿםג;2;For spectroscopy;;CC(C)CO
2,2,2-Trifluoroethan-1-ol;;2,2,2-Trifluoroethanol;;;34.427;05.ÿםג;2;For spectroscopy;;OCC(F)(F)F
Undecan-1-ol;;Undecanol;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCCCCCO
Dodecan-1-ol;;Dodecanol;Lauryl alcohol;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCCCCCCO
Nitrobenzene;;Nitrobenzol;;;34.427;05.ÿםג;2;For spectroscopy;;[O-][N+](=O)c1ccccc1
Octan-2-ol;;2-Octanol;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCC(C)O
Decan-1-ol;;decyl alcohol;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCCCCO
Propan-1-ol;;n-Propanol;n-Propyl alcohol;;34.427;05.ÿםג;2;For spectroscopy;;CCCO
N,N-Dimethylacetamide;;Dimethylacetamide;DMAc;;34.427;05.ÿםג;2;For spectroscopy;;CN(C)C(C)=O
Octane;;;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCC
Pentadecane;;;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCCCCCCCCC
Hexadecane;;;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCCCCCCCCCC
decane;;;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCCCC
Dodecane;;;;;34.427;05.ÿםג;2;For spectroscopy;;CCCCCCCCCCCC
Nitromethane;;;;;34.427;05.ÿםג;2;For spectroscopy;;C[N+]([O-])=O
Butan-2-one;;2-Butanone;methyl ethyl ketone;;34.427;05.ÿםג;2;For spectroscopy;;CCC(C)=O
Dibromomethane;;Methylene bromide;;;34.427;05.ÿםג;2;For spectroscopy;;BrCBr
Chlorobenzene;;Phenyl chloride;;;34.427;05.ÿםג;2;For spectroscopy;;Clc1ccccc1
1,2-dichlorobenzene;;o-dichlorobenzene;;;34.427;05.ÿםג;2;For spectroscopy;;Clc1ccccc1Cl
Benzen;;;;;34.427;05.ÿםג;2;For spectroscopy;;c1ccccc1
Methoxyperfluorobutane;;Nonafluorobutyl methyl ether;;;34.427;05.ÿםג;2;For spectroscopy;;COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.COC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
Hydroquinone;;;;;34.427;05.ÿםג;2;;;Oc1ccc(O)cc1
Sodium acetate hydrate;NaOAc*3H2O;NaOAc*3H2O;CH3COONa * 3H2O;3 x 1 kg;34.427;05.ÿםג;2;;;CC([O-])=O.[H]O[H].[H]O[H].[H]O[H].[Na+]
Potassium persulfate;K2S2O8;Potassium peroxodisulfate;;1 kg;34.427;05.ÿםג;2;;;[K+].[K+].[O-]S(=O)(=O)OOS([O-])(=O)=O
Potassium thiocyanate;KSCN;Potassium thiocyanate;potassium rhodanide;1 kg;34.427;05.ÿםג;2;;;[K]SC#N
Potassium acetate ;CH3COOK;KOAc;AcOK;1 kg;34.427;05.ÿםג;2;;;[K+].CC([O-])=O
Sodium periodate;NaIO4;Sodium (meta)periodate;;1 kg;34.427;05.ÿםג;2;;;[Na+].[O-]I(=O)(=O)=O
2,3,5,6-tetrachlorocyclohexa-2,5-diene-1,4-dione;;Tetrachloro-1,4-benzoquinone;Chloranil;1 kg;34.427;05.ÿםג;2;;;ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O
Sodium metabisulfite;Na2S2O5;Sodium pyrosulfite;Sodium disulfite;1 kg;34.427;05.ÿםג;2;;;[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
Sodium nitrite;NaNO2;NaNO2;;7 ץ 0.5 kg;34.427;05.ÿםג;2;import;;[Na+].[O-]N=O
Tungstophosphoric acid hydrate;H3PW12O40;Phosphotungstic acid;Tungstophosphoric acid hydrate;2 x 100 g;34.427;05.ÿםג;2;;12501-23-4;O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.OP(O)(O)=O
Periodic acid dihydrate;HIO4 x 2H2O;H5IO6;;;34.427;05.ÿםג;2;;;OI(O)(O)(O)(O)=O
Oxalic acid ;(COOH)2;;;2 x 1 kg;34.427;05.ÿםג;2;;;OC(=O)C(O)=O
tetrabutylammonium hydrogensulfate;;Tetra-n-butylammonium hydrogen sulfate;Tetrabutylammonium bisulfate;4 x ? kg;34.427;05.ÿםג;2;;;OS([O-])(=O)=O.CCCC[N+](CCCC)(CCCC)CCCC
Zinc chloride;ZnCl2;;;? kg;34.427;05.ÿםג;2;unknown quality;;[Cl-].[Cl-].[Zn++]
Sodium bisulfite;NaHSO3;Sodium hydrogensulfite;;;34.427;05.ÿםג;2;;;[Na+].OS([O-])=O
3,3-bis(4-hydroxyphenyl)isobenzofuran-1(3H)-one;;Phenolphthalein;purgen;10 g;34.427;05.ÿםג;2;;;Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4
Phosphomolybdic acid;;;;;34.427;05.ÿםג;2;;;O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.O=[Mo](=O)=O.OP(O)(O)=O
sodium diethylcarbamodithioate;;Sodium diethyldithiocarbamate;Diethyldithiocarbamic acid sodium salt;;34.427;05.ÿםג;2;;;[H]O[H].[H]O[H].[H]O[H].CCN(CC)C(=S)S[Na]
potassium hexacyanoferrate (III);K3FeCN6;Potassium ferricyanide;;5 x;34.427;05.ÿםג;2;;;[K+].[K+].[K+].N#C[Fe-3](C#N)(C#N)(C#N)(C#N)C#N
(2S,3S)-2,3-bis(benzoyloxy)succinic acid;;(+)-2,3-Dibenzoyl-D-tartaric acid;D-Tartaric acid 2,3-dibenzoate;10 x 100 g;34.427;05.ÿםג;2;;;OC([C@H]([C@@H](C(O)=O)OC(c1ccccc1)=O)OC(c2ccccc2)=O)=O
4-(diethylamino)-2-hydroxybenzaldehyde;;4-(Diethylamino)salicylaldehyde;;;34.427;05.ÿםג;3;;;CCN(CC)c1ccc(C=O)c(O)c1
4-formylbenzoic acid;;4-Carboxybenzaldehyde;;;34.427;05.ÿםג;3;large box;;OC(=O)C1=CC=C(C=O)C=C1
Methyl 4-formylbenzoate;;Methyl benzaldehyde-4-carboxylate;Methyl terephthalaldehydate;;34.427;05.ÿםג;3;;;[H]C(=O)c1ccc(cc1)C(=O)OC
5,8-dimethoxy-6-methyl-2-naphthaldehyde;;;;;34.427;05.ÿםג;3;Handmade by Andrey M;;COC1=CC(C)=C(OC)C2=CC=C(C=O)C=C21
4-(pyrrolidin-1-yl)benzaldehyde;;;BNS 645 N648.1 M2121A;3x;34.427;05.ÿםג;3;Small box;;O=CC1=CC=C(C=C1)N1CCCC1
3,5-di-tert-butyl-4-hydroxybenzaldehyde;;;Al-133 M2270;3x;34.427;05.ÿםג;3;Small box;;CC(C)(C)C1=CC(C=O)=CC(=C1O)C(C)(C)C
3,5-di-tert-butylbenzaldehyde;;;;;34.427;05.ÿםג;3;Small box;;CC(C)(C)C1=CC(=CC(C=O)=C1)C(C)(C)C
4-methyl-1H-indole-3-carbaldehyde;;;;;34.427;05.ÿםג;3;;;CC1=CC=CC2=C1C(C=O)=CN2
4-(dibutylamino)benzaldehyde;;;M1110;;34.427;05.ÿםג;3;large box;;CCCCN(CCCC)C1=CC=C(C=O)C=C1
2-bromo-4-hydroxybenzaldehyde;;;M1410.3;;34.427;05.ÿםג;3;Small box;;OC1=CC(Br)=C(C=O)C=C1
8-hydroxyquinoline-2-carbaldehyde;;;;;34.427;05.ÿםג;3;Small box;;OC1=CC=CC2=CC=C(C=O)N=C12
3-bromo-4-hydroxy-5-methoxybenzaldehyde;;;M2224;;34.427;05.ÿםג;3;Small box;;COC1=CC(C=O)=CC(Br)=C1O
6-(pyrrolidin-1-yl)-2-naphthaldehyde;;;;;34.427;05.ÿםג;3;Small box;;O=CC1=CC=C2C=C(C=CC2=C1)N1CCCC1
4-(piperidin-1-yl)benzaldehyde;;;;2x;34.427;05.ÿםג;3;Small box;;O=CC1=CC=C(C=C1)N1CCCCC1
4-(azetidin-1-yl)benzaldehyde;;;;1x;34.427;05.ÿםג;3;Small box;;O=CC1=CC=C(C=C1)N1CCC1
4-(azepan-1-yl)benzaldehyde;;;;2x;34.427;05.ÿםג;3;Small box;;O=CC1=CC=C(C=C1)N1CCCCCC1
3-(dibutylamino)benzaldehyde;;;;;34.427;05.ÿםג;3;Small box;;CCCCN(CCCC)C1=CC=CC(C=O)=C1
3-methylbenzaldehyde;;;;;34.427;05.ÿםג;3;Small box;;CC1=CC=CC(C=O)=C1
1H-indole-3-carbaldehyde;;;;;34.427;05.ÿםג;3;;;O=CC1=CNC2=C1C=CC=C2
3,4,5-trimethoxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=CC(C=O)=CC(OC)=C1OC
2,3,4-trimethoxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=C(OC)C(OC)=C(C=O)C=C1
4-(benzyloxy)benzaldehyde;;;SA-2;;34.427;05.ÿםג;3;;;O=CC1=CC=C(OCC2=CC=CC=C2)C=C1
4-methoxy-3-nitrobenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=C(C=C(C=O)C=C1)[N+]([O-])=O
4-nitrobenzaldehyde;;;;;34.427;05.ÿםג;3;;;[O-][N+](=O)C1=CC=C(C=O)C=C1
3-nitrobenzaldehyde;;;;;34.427;05.ÿםג;3;;;[O-][N+](=O)C1=CC=CC(C=O)=C1
4-hydroxy-3-methoxybenzaldehyde;;Vanillin;;;34.427;05.ÿםג;3 + 5;rushim + 2 x ?;;COC1=C(O)C=CC(C=O)=C1
Isovanillin;;3-Hydroxy-4-methoxybenzaldehyde;;1 kg + 25 g;34.427;05.ÿםג;3;;;COC1=CC=C(C=O)C=C1O
5-formyl-2-hydroxybenzoic acid;;;M1347;;34.427;05.ÿםג;3;;;OC(=O)C1=C(O)C=CC(C=O)=C1
anthracene-9-carbaldehyde;;;;;34.427;05.ÿםג;3;;;O=CC1=C2C=CC=CC2=CC2=CC=CC=C12
4-(diethylamino)benzaldehyde;;;;;34.427;05.ÿםג;3;;;CCN(CC)C1=CC=C(C=O)C=C1
4-(dimethylamino)benzaldehyde;;;;;34.427;05.ÿםג;3;;;CN(C)C1=CC=C(C=O)C=C1
4-hydroxy-3,5-dimethoxybenzaldehyde;;3,5-Dimethoxy-4-hydroxybenzaldehyde;;;34.427;05.ÿםג;3;;;COC1=CC(C=O)=CC(OC)=C1O
4-bromo-3-nitrobenzaldehyde;;;;;34.427;05.ÿםג;3;;;[O-][N+](=O)C1=C(Br)C=CC(C=O)=C1
4-methoxybenzaldehyde;;p-Anisaldehyde;;1 kg + ?;34.427;05.ÿםג;3;;;COC1=CC=C(C=O)C=C1
2-fluorobenzaldehyde;;;;3 x;34.427;05.ÿםג;3;abcr+?+?;;FC1=C(C=O)C=CC=C1
4-fluorobenzaldehyde;;;;;34.427;05.ÿםג;3;;;FC1=CC=C(C=O)C=C1
3-(trifluoromethyl)benzaldehyde;;?,?,?-Trifluoro-m-tolualdehyde;;;34.427;05.ÿםג;3;;;FC(F)(F)C1=CC=CC(C=O)=C1
1,2,3,4-tetrahydroquinoline-6-carbaldehyde;;;;;34.427;05.ÿםג;3;;;O=CC1=CC2=C(NCCC2)C=C1
8-hydroxyquinoline-5-carbaldehyde(+)8-hydroxyquinoline-7-carbaldehyde;;;mixture 1:2, M1681;;34.427;05.ÿםג;3;;;OC1=CC=C(C=O)C2=CC=CN=C12.OC1=C(C=O)C=CC2=CC=CN=C12
4-hydroxy-3-nitrobenzaldehyde;;;;;34.427;05.ÿםג;3;;;OC1=C(C=C(C=O)C=C1)[N+]([O-])=O
3,5-difluoro-4-hydroxybenzaldehyde;;;SAI-190;;34.427;05.ÿםג;3;large box;;OC1=C(F)C=C(C=O)C=C1F
3,5-dichloro-4-hydroxybenzaldehyde;;;SAI-124;;34.427;05.ÿםג;3;;;OC1=C(Cl)C=C(C=O)C=C1Cl
3,5-dibromo-4-hydroxybenzaldehyde;;;SAI-334;;34.427;05.ÿםג;3;large box;;OC1=C(Br)C=C(C=O)C=C1Br
3-bromo-4-hydroxybenzaldehyde;;;MI-150;;34.427;05.ÿםג;3;large box;;OC1=C(Br)C=C(C=O)C=C1
3-chloro-4-hydroxybenzaldehyde;;;SAI-119;;34.427;05.ÿםג;3;;;OC1=C(Cl)C=C(C=O)C=C1
4-formylbenzonitrile;;4-Cyanobenzaldehyde;;5 g + 10 g;34.427;05.ÿםג;3;;;O=CC1=CC=C(C=C1)C#N
2,5-dimethoxybenzaldehyde;;;SAI-456;;34.427;05.ÿםג;3;;;COC1=CC(C=O)=C(OC)C=C1
benzaldehyde;;;;3 x 500;34.427;05.ÿםג;3;;;O=CC1=CC=CC=C1
Naphthalene-1-carbaldehyde;;1-naphthaldehyde;;;34.427;05.ÿםג;3;;;O=CC1=C2C=CC=CC2=CC=C1
3-hydroxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;OC1=CC=CC(C=O)=C1
(E)-3-(4-methoxyphenyl)acrylaldehyde;;trans-4-Methoxycinnamaldehyde;;;34.427;05.ÿםג;3;;;COC1=CC=C(\C=C\C=O)C=C1
3-hydroxy-6-methylpicolinaldehyde;;3-Hydroxy-6-methylpyridine-2-carbaldehyde;;;34.427;05.ÿםג;3;;;CC1=NC(C=O)=C(O)C=C1
4-methylbenzaldehyde;;p-Tolualdehyde;;;34.427;05.ÿםג;3;;;CC1=CC=C(C=O)C=C1
4-Hydroxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;OC1=CC=C(C=O)C=C1
Salicylaldehyde;;2-Hydroxybenzaldehyde;;;34.427;05.ÿםג;3;;;OC1=CC=CC=C1C=O
4-formylimidazole;;1H-imidazole-4-carbaldehyde;4-Imidazolecarboxaldehyde;;34.427;05.ÿםג;3;;;O=CC1=CNC=N1
2-methoxy-5-nitrobenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=C(C=O)C=C(C=C1)[N+]([O-])=O
N,N-diethyl-4-formylbenzamide;;;;;34.427;05.ÿםג;3;large box;;CCN(CC)C(=O)C1=CC=C(C=O)C=C1
2,7-dimethoxy-1-naphthaldehyde;;;SA-182;;34.427;05.ÿםג;3;large box;;COC1=CC2=C(C=O)C(OC)=CC=C2C=C1
2,7-dihydroxy-1-naphthaldehyde;;;;;34.427;05.ÿםג;3;large box;;OC1=CC2=C(C=O)C(O)=CC=C2C=C1
2-hydroxy-5-methoxybenzaldehyde;;;SA-277;;34.427;05.ÿםג;3;large box;;COC1=CC(C=O)=C(O)C=C1
4-methoxy-3,5-bis(3-methylbut-2-en-1-yl)benzaldehyde;;;M1603;;34.427;05.ÿםג;3;large box;;COC1=C(CC=C(C)C)C=C(C=O)C=C1CC=C(C)C
3-fluoro-4-hydroxybenzaldehyde;;;;;34.427;05.ÿםג;3;large box;;OC1=C(F)C=C(C=O)C=C1
2,3,5-trifluoro-4-hydroxybenzaldehyde;;;BNS 1000 + BNS 801;2 x;34.427;05.ÿםג;3;large box;;OC1=C(F)C(F)=C(C=O)C=C1F
4-((triisopropylsilyl)oxy)benzaldehyde;;;;;34.427;05.ÿםג;3;large box;;CC(C)[Si](OC1=CC=C(C=O)C=C1)(C(C)C)C(C)C
3-fluoro-2-hydroxybenzaldehyde;;;;;34.427;05.ÿםג;3;large box;;OC1=C(C=O)C=CC=C1F
methyl 3-(5-formyl-2-methoxyphenyl)propanoate;;;;;34.427;05.ÿםג;3;large box;;COC(=O)CCC1=C(OC)C=CC(C=O)=C1
2,4-dinitrobenzaldehyde;;;;;34.427;05.ÿםג;3;large box;;[O-][N+](=O)C1=CC(=C(C=O)C=C1)[N+]([O-])=O
1-Methyl-1,2,3,4-tetrahydroquinoline-6-carbaldehyde;;;SAI 289;;34.427;05.ÿםג;3;;;CN1CCCC2=C1C=CC(C=O)=C2
4-phenoxybenzaldehyde;;;;;34.427;05.ÿםג;3;large box;;O=CC1=CC=C(OC2=CC=CC=C2)C=C1
3-Chlorobenzaldehyde;;;;;34.427;05.ÿםג;3;;;ClC1=CC=CC(C=O)=C1
2-hydroxy-3-methoxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=CC=CC(C=O)=C1O
4-Bromobenzaldehyde;;;;;34.427;05.ÿםג;3;Soviet;;BrC1=CC=C(C=O)C=C1
3,5-dibromo-2-hydroxybenzaldehyde;;;SAI-347.1;;34.427;05.ÿםג;3;;;OC1=C(C=O)C=C(Br)C=C1Br
4-Chlorobenzaldehyde;;;;;34.427;05.ÿםג;3;;;ClC1=CC=C(C=O)C=C1
2-Methoxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=C(C=O)C=CC=C1
3-chloro-4-methoxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=C(Cl)C=C(C=O)C=C1
4-formyl-N-methylbenzamide;;;M2957;;34.427;05.ÿםג;3;;;CNC(=O)C1=CC=C(C=O)C=C1
3-methoxy-4-((triisopropylsilyl)oxy)benzaldehyde;;;SAI-26;;34.427;05.ÿםג;3;large box;;COC1=C(O[Si](C(C)C)(C(C)C)C(C)C)C=CC(C=O)=C1
4-((tert-butyldimethylsilyl)oxy)-3-methoxybenzaldehyde;;;M2712;;34.427;05.ÿםג;3;large box;;COC1=C(O[Si](C)(C)C(C)(C)C)C=CC(C=O)=C1
2,4-Dimethoxybenzaldehyde;;;;;34.427;05.ÿםג;3;;;COC1=CC(OC)=C(C=O)C=C1
4-Hydroxy-2-methylbenzaldehyde;;;SAI452;;34.427;05.ÿםג;3;;;CC1=C(C=O)C=CC(O)=C1
4-hydroxy-2,3,6-trimethylbenzaldehyde;;;SAI453;;34.427;05.ÿםג;3;;;CC1=CC(O)=C(C)C(C)=C1C=O
4-Hydroxy-2,5-dimethoxybenzaldehyde;;;SAI470 SAI466;;34.427;05.ÿםג;3;;;COC1=CC(C=O)=C(OC)C=C1O
3-methyl-4-hydroxybenzaldehyde;;4-hydroxy-3-methylbenzaldehyde;M3115;;34.427;05.ÿםג;3;;;CC1=C(O)C=CC(C=O)=C1
2-methoxy-4-hydroxybenzaldehyde;;4-hydroxy-2-methoxybenzaldehyde;;;34.427;05.ÿםג;3;;;COC1=C(C=O)C=CC(O)=C1
3,4-Dimethoxybenzaldehyde;;Veratraldehyde;;2 x ;34.427;05.ÿםג;3;;;COC1=C(OC)C=C(C=O)C=C1
3,4-Dihydroxybenzaldehyde;;;;;34.427;05.ÿםג;3;Soviet;;OC1=C(O)C=C(C=O)C=C1
6-((tert-butyldiphenylsilyl)oxy)-2-naphthaldehyde;;;;<100 mg;34.427;05.ÿםג;3;Small box;;CC(C)(C)[Si](OC1=CC2=CC=C(C=O)C=C2C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Glyoxal solution 40 wt. % in H2O;;Oxalaldehyde;CHO-CHO;4 x ;34.427;05.ÿםג;3;soviet;;O=CC=O
(3-methoxyphenyl)boronic acid;;3-Methoxyphenylboronic acid;;;34.427;05.ÿםג;3;;;COc1cccc(c1)B(O)O
(2-fluorophenyl)(phenyl)methanone;;2-Fluorobenzophenone;;;34.427;05.ÿםג;3;;;O=C(C1=CC=CC=C1)C2=CC=CC=C2F
(4-fluorophenyl)boronic acid;;4-Fluorophenylboronic acid;;;34.427;05.ÿםג;3;;;OB(O)c1ccc(F)cc1
2-Methylpyridine;;;;;34.427;05.ÿםג;4;;;Cc1ccccn1
4-Methylpyridine;;;;;34.427;05.ÿםג;4;;;Cc1ccncc1
ethyl piperidine-3-carboxylate;;Ethyl nipecotate; 3-Piperidinecarboxylic acid ethyl ester;;34.427;05.ÿםג;4;;;CCOC(=O)C1CCCNC1
4-nitroaniline;;;;;34.427;05.ÿםג;4;;;NC1=CC=C([N+]([O-])=O)C=C1
Methyl 4-aminobenzoate;;;;;34.427;05.ÿםג;4;;;COC(=O)c1ccc(N)cc1
Hydrazin hydrate (100% solution in water);;N2H4 x H2O;;;34.427;05.ÿםג;4;ABCR ןנטג¸ח טח Rushimא;;O.NN
2-Aminopyridine;;;;;34.427;05.ÿםג;4;;;NC1=NC=CC=C1
pyrrolidine perchlorate;;Pyrrolidinium perchlorate;UL017;;34.427;05.ÿםג;4;;;[O-][Cl](=O)(=O)=O.C1CCNC1
Hexamethylenediamine;;1,6-Diaminohexane;HMDA;250 g;34.427;05.ÿםג;4;;;NCCCCCCN
5-amino-1-naphthonitrile;;;;;34.427;05.ÿםג;4;;;NC1=CC=CC2=C(C=CC=C12)C#N
4-methoxyaniline;;p-Anisidine;4-Aminoanisole;10 g;34.427;05.ÿםג;4;;;COC1=CC=C(N)C=C1
pyridine hydrochloride;Py x HCl;Pyridinium chloride;;;34.427;05.ÿםג;4;;;Cl.C1=CC=NC=C1
Dimethylamine hydrochloride;Me2NH*HCl;Me2NH*HCl;;250 g + 400 g;34.427;05.ÿםג;4;Soviet, puriss, dry + not dry;;Cl.CNC
2,6-Diaminopyridine;;;;;34.427;05.ÿםג;4;;;NC1=CC=CC(N)=N1
3,4-Dimethylaniline;;3,4-Xylidine;4-Amino-1,2-dimethylbenzene;;34.427;05.ÿםג;4;;;CC1=C(C)C=C(N)C=C1
2,2,2-Trifluoroethylamine hydrochloride;CF3CH2NH2 x HCl;CF3CH2NH2 x HCl;;;34.427;05.ÿםג;4;;;Cl.NCC(F)(F)F
Benzamidine hydrochloride hydrate;;Amidinobenzene hydrochloride;;;34.427;05.ÿםג;4;;;O.Cl.NC(=N)C1=CC=CC=C1
1,5-Diaminopentane;;;;;34.427;05.ÿםג;4;;;NCCCCCN
